,name,indicator,indicator2,year,value
4770,West Bank and Gaza,gini,GINI index,1998,
4771,World,gini,GINI index,1998,
4772,Yemen,gini,GINI index,1998,
4773,Zambia,gini,GINI index,1998,53.44
4774,Zimbabwe,gini,GINI index,1998,
4775,Afghanistan,gini,GINI index,1999,
4776,Albania,gini,GINI index,1999,
4777,Algeria,gini,GINI index,1999,
4778,American Samoa,gini,GINI index,1999,
4779,Andorra,gini,GINI index,1999,
4780,Angola,gini,GINI index,1999,
4781,Antigua and Barbuda,gini,GINI index,1999,
4782,Argentina,gini,GINI index,1999,49.099998474121094
4783,Armenia,gini,GINI index,1999,36.01
4784,Aruba,gini,GINI index,1999,
4785,Australia,gini,GINI index,1999,
4786,Austria,gini,GINI index,1999,
4787,Azerbaijan,gini,GINI index,1999,
4788,Bahamas,gini,GINI index,1999,
4789,Bahrain,gini,GINI index,1999,
4790,Bangladesh,gini,GINI index,1999,
4791,Barbados,gini,GINI index,1999,
4792,Belarus,gini,GINI index,1999,29.700000762939453
4793,Belgium,gini,GINI index,1999,
4794,Belize,gini,GINI index,1999,52.900001525878906
4795,Benin,gini,GINI index,1999,
4796,Bermuda,gini,GINI index,1999,
4797,Bhutan,gini,GINI index,1999,
4798,Bolivia,gini,GINI index,1999,57.79
4799,Bosnia and Herzegovina,gini,GINI index,1999,
4800,Botswana,gini,GINI index,1999,
4801,Brazil,gini,GINI index,1999,58.59
4802,Brunei,gini,GINI index,1999,
4803,Bulgaria,gini,GINI index,1999,33.0
4804,Burkina Faso,gini,GINI index,1999,52.400001525878906
4805,Burundi,gini,GINI index,1999,
4806,Cambodia,gini,GINI index,1999,
4807,Cameroon,gini,GINI index,1999,
4808,Canada,gini,GINI index,1999,
4809,Cape Verde,gini,GINI index,1999,
4810,Cayman Islands,gini,GINI index,1999,
4811,Central African Rep.,gini,GINI index,1999,
4812,Chad,gini,GINI index,1999,
4813,Channel Islands,gini,GINI index,1999,
4814,Chile,gini,GINI index,1999,
4815,China,gini,GINI index,1999,38.900001525878906
4816,Colombia,gini,GINI index,1999,57.92
4817,Comoros,gini,GINI index,1999,
4818,Congo,gini,GINI index,1999,
4819,Congo,gini,GINI index,1999,
4820,Costa Rica,gini,GINI index,1999,47.0
4821,Cote d'Ivoire,gini,GINI index,1999,
4822,Croatia,gini,GINI index,1999,27.71
4823,Cuba,gini,GINI index,1999,
4824,Cyprus,gini,GINI index,1999,
4825,Czech Rep.,gini,GINI index,1999,
4826,Denmark,gini,GINI index,1999,
4827,Djibouti,gini,GINI index,1999,
4828,Dominica,gini,GINI index,1999,
4829,Dominican Rep.,gini,GINI index,1999,
4830,East Asia & Pacific,gini,GINI index,1999,
4831,Ecuador,gini,GINI index,1999,58.5
4832,Egypt,gini,GINI index,1999,
4833,El Salvador,gini,GINI index,1999,51.20000076293945
4834,Equatorial Guinea,gini,GINI index,1999,
4835,Eritrea,gini,GINI index,1999,
4836,Estonia,gini,GINI index,1999,34.900001525878906
4837,Ethiopia,gini,GINI index,1999,
4838,Euro area,gini,GINI index,1999,
4839,Europe & Central Asia,gini,GINI index,1999,
4840,Faeroe Islands,gini,GINI index,1999,
4841,Fiji,gini,GINI index,1999,
4842,Finland,gini,GINI index,1999,
4843,France,gini,GINI index,1999,
4844,French Polynesia,gini,GINI index,1999,
4845,Gabon,gini,GINI index,1999,
4846,Gambia,gini,GINI index,1999,
4847,Georgia,gini,GINI index,1999,38.05
4848,Germany,gini,GINI index,1999,
4849,Ghana,gini,GINI index,1999,
4850,Greece,gini,GINI index,1999,
4851,Greenland,gini,GINI index,1999,
4852,Grenada,gini,GINI index,1999,
4853,Guam,gini,GINI index,1999,
4854,Guatemala,gini,GINI index,1999,
4855,Guinea,gini,GINI index,1999,
4856,Guinea-Bissau,gini,GINI index,1999,
4857,Guyana,gini,GINI index,1999,43.20000076293945
4858,Haiti,gini,GINI index,1999,
4859,Heavily indebted poor countries (HIPC),gini,GINI index,1999,
4860,High income,gini,GINI index,1999,
4861,High income: nonOECD,gini,GINI index,1999,
4862,High income: OECD,gini,GINI index,1999,
4863,Honduras,gini,GINI index,1999,51.5
4864,Hong Kong,gini,GINI index,1999,
4865,Hungary,gini,GINI index,1999,27.77
4866,Iceland,gini,GINI index,1999,
4867,India,gini,GINI index,1999,
4868,Indonesia,gini,GINI index,1999,
4869,Iran,gini,GINI index,1999,
4870,Iraq,gini,GINI index,1999,
4871,Ireland,gini,GINI index,1999,39.0
4872,Isle of Man,gini,GINI index,1999,
4873,Israel,gini,GINI index,1999,
4874,Italy,gini,GINI index,1999,
4875,Jamaica,gini,GINI index,1999,44.22
4876,Jamaica,gini,GINI index,1999,44.22
4877,Japan,gini,GINI index,1999,
4878,Jordan,gini,GINI index,1999,
4879,Kazakhstan,gini,GINI index,1999,
4880,Kenya,gini,GINI index,1999,
4881,Kiribati,gini,GINI index,1999,
4882,Korea,gini,GINI index,1999,
4883,Korea,gini,GINI index,1999,31.59
4884,Kuwait,gini,GINI index,1999,
4885,Kyrgyzstan,gini,GINI index,1999,34.6
4886,Laos,gini,GINI index,1999,
4887,Latin America & Caribbean,gini,GINI index,1999,
4888,Latvia,gini,GINI index,1999,33.099998474121094
4889,Least developed countries: UN classification,gini,GINI index,1999,
4890,Lebanon,gini,GINI index,1999,
4891,Lesotho,gini,GINI index,1999,
4892,Liberia,gini,GINI index,1999,
4893,Libya,gini,GINI index,1999,
4894,Liechtenstein,gini,GINI index,1999,
4895,Lithuania,gini,GINI index,1999,33.20000076293945
4896,Low & middle income,gini,GINI index,1999,
4897,Low income,gini,GINI index,1999,
4898,Lower middle income,gini,GINI index,1999,
4899,Luxembourg,gini,GINI index,1999,
4900,Macao,gini,GINI index,1999,
4901,Macedonia,gini,GINI index,1999,28.21
4902,Madagascar,gini,GINI index,1999,41.81
4903,Malawi,gini,GINI index,1999,
4904,Malaysia,gini,GINI index,1999,
4905,Maldives,gini,GINI index,1999,
4906,Mali,gini,GINI index,1999,
4907,Malta,gini,GINI index,1999,
4908,Marshall Islands,gini,GINI index,1999,
4909,Mauritania,gini,GINI index,1999,
4910,Mauritius,gini,GINI index,1999,
4911,Mayotte,gini,GINI index,1999,
4912,Mexico,gini,GINI index,1999,
4913,Micronesia,gini,GINI index,1999,
4914,Middle East & North Africa,gini,GINI index,1999,
4915,Middle income,gini,GINI index,1999,
4916,Moldova,gini,GINI index,1999,36.86
4917,Monaco,gini,GINI index,1999,
4918,Mongolia,gini,GINI index,1999,
4919,Montenegro,gini,GINI index,1999,
4920,Morocco,gini,GINI index,1999,39.46
4921,Mozambique,gini,GINI index,1999,
4922,Myanmar,gini,GINI index,1999,
4923,Namibia,gini,GINI index,1999,
4924,Nepal,gini,GINI index,1999,
4925,Netherlands,gini,GINI index,1999,30.9
4926,Netherlands Antilles,gini,GINI index,1999,
4927,New Caledonia,gini,GINI index,1999,
4928,New Zealand,gini,GINI index,1999,
4929,Nicaragua,gini,GINI index,1999,
4930,Niger,gini,GINI index,1999,
4931,Nigeria,gini,GINI index,1999,
4932,Northern Mariana Islands,gini,GINI index,1999,
4933,Norway,gini,GINI index,1999,
4934,Oman,gini,GINI index,1999,
4935,Pakistan,gini,GINI index,1999,33.02
4936,Palau,gini,GINI index,1999,
4937,Panama,gini,GINI index,1999,54.5
4938,Papua New Guinea,gini,GINI index,1999,
4939,Paraguay,gini,GINI index,1999,56.85
4940,Peru,gini,GINI index,1999,56.70000076293945
4941,Philippines,gini,GINI index,1999,
4942,Poland,gini,GINI index,1999,33.08
4943,Portugal,gini,GINI index,1999,
4944,Puerto Rico,gini,GINI index,1999,
4945,Qatar,gini,GINI index,1999,
4946,Romania,gini,GINI index,1999,29.399999618530273
4947,Russia,gini,GINI index,1999,37.48
4948,Rwanda,gini,GINI index,1999,
4949,Saint Kitts and Nevis,gini,GINI index,1999,
4950,Saint Lucia,gini,GINI index,1999,
4951,Saint Vincent and the Grenadines,gini,GINI index,1999,
4952,Samoa,gini,GINI index,1999,
4953,San Marino,gini,GINI index,1999,
4954,Sao Tome and Principe,gini,GINI index,1999,
4955,Saudi Arabia,gini,GINI index,1999,
4956,Senegal,gini,GINI index,1999,
4957,Serbia,gini,GINI index,1999,29.799999237060547
4958,Seychelles,gini,GINI index,1999,
4959,Sierra Leone,gini,GINI index,1999,
4960,Singapore,gini,GINI index,1999,
4961,Slovak Republic,gini,GINI index,1999,
4962,Slovenia,gini,GINI index,1999,26.399999618530273
4963,Solomon Islands,gini,GINI index,1999,
4964,Somalia,gini,GINI index,1999,
4965,South Africa,gini,GINI index,1999,
4966,South Asia,gini,GINI index,1999,
4967,Spain,gini,GINI index,1999,
4968,Sri Lanka,gini,GINI index,1999,31.799999237060547
4969,Sub-Saharan Africa,gini,GINI index,1999,
4970,Sudan,gini,GINI index,1999,
4971,Suriname,gini,GINI index,1999,52.88
4972,Swaziland,gini,GINI index,1999,
4973,Sweden,gini,GINI index,1999,
4974,Switzerland,gini,GINI index,1999,
4975,Syria,gini,GINI index,1999,
4976,Tajikistan,gini,GINI index,1999,31.52
4977,Tanzania,gini,GINI index,1999,
4978,Thailand,gini,GINI index,1999,43.53
4979,Timor-Leste,gini,GINI index,1999,
4980,Togo,gini,GINI index,1999,
4981,Tonga,gini,GINI index,1999,
4982,Trinidad and Tobago,gini,GINI index,1999,
4983,Tunisia,gini,GINI index,1999,
4984,Turkey,gini,GINI index,1999,
4985,Turkmenistan,gini,GINI index,1999,
4986,Uganda,gini,GINI index,1999,43.07
4987,Ukraine,gini,GINI index,1999,28.96
4988,United Arab Emirates,gini,GINI index,1999,
4989,United Kingdom,gini,GINI index,1999,35.97368472
4990,United States,gini,GINI index,1999,45.79999923706055
4991,Upper middle income,gini,GINI index,1999,
4992,Uruguay,gini,GINI index,1999,
4993,Uzbekistan,gini,GINI index,1999,
4994,Vanuatu,gini,GINI index,1999,
4995,Venezuela,gini,GINI index,1999,
4996,Vietnam,gini,GINI index,1999,
4997,Virgin Islands (U.S.),gini,GINI index,1999,
4998,West Bank and Gaza,gini,GINI index,1999,
4999,World,gini,GINI index,1999,
5000,Yemen,gini,GINI index,1999,33.44
5001,Zambia,gini,GINI index,1999,
5002,Zimbabwe,gini,GINI index,1999,
5003,Afghanistan,gini,GINI index,2000,
5004,Albania,gini,GINI index,2000,
5005,Algeria,gini,GINI index,2000,
5006,American Samoa,gini,GINI index,2000,
5007,Andorra,gini,GINI index,2000,
5008,Angola,gini,GINI index,2000,58.64
5009,Antigua and Barbuda,gini,GINI index,2000,
5010,Argentina,gini,GINI index,2000,50.400001525878906
5011,Armenia,gini,GINI index,2000,
5012,Aruba,gini,GINI index,2000,
5013,Australia,gini,GINI index,2000,
5014,Austria,gini,GINI index,2000,29.148000000000003
5015,Azerbaijan,gini,GINI index,2000,
5016,Bahamas,gini,GINI index,2000,
5017,Bahrain,gini,GINI index,2000,
5018,Bangladesh,gini,GINI index,2000,30.72
5019,Barbados,gini,GINI index,2000,
5020,Belarus,gini,GINI index,2000,30.35
5021,Belgium,gini,GINI index,2000,32.9658
5022,Belize,gini,GINI index,2000,
5023,Benin,gini,GINI index,2000,
5024,Bermuda,gini,GINI index,2000,
5025,Bhutan,gini,GINI index,2000,
5026,Bolivia,gini,GINI index,2000,59.099998474121094
5027,Bosnia and Herzegovina,gini,GINI index,2000,
5028,Botswana,gini,GINI index,2000,
5029,Brazil,gini,GINI index,2000,
5030,Brunei,gini,GINI index,2000,
5031,Bulgaria,gini,GINI index,2000,33.099998474121094
5032,Burkina Faso,gini,GINI index,2000,
5033,Burundi,gini,GINI index,2000,
5034,Cambodia,gini,GINI index,2000,
5035,Cameroon,gini,GINI index,2000,
5036,Canada,gini,GINI index,2000,32.562
5037,Cape Verde,gini,GINI index,2000,
5038,Cayman Islands,gini,GINI index,2000,
5039,Central African Rep.,gini,GINI index,2000,
5040,Chad,gini,GINI index,2000,
5041,Channel Islands,gini,GINI index,2000,
5042,Chile,gini,GINI index,2000,55.36
5043,China,gini,GINI index,2000,40.70000076293945
5044,Colombia,gini,GINI index,2000,57.5
5045,Comoros,gini,GINI index,2000,
5046,Congo,gini,GINI index,2000,
5047,Congo,gini,GINI index,2000,
5048,Costa Rica,gini,GINI index,2000,46.6
5049,Cote d'Ivoire,gini,GINI index,2000,
5050,Croatia,gini,GINI index,2000,31.299999237060547
5051,Cuba,gini,GINI index,2000,
5052,Cyprus,gini,GINI index,2000,
5053,Czech Rep.,gini,GINI index,2000,
5054,Denmark,gini,GINI index,2000,23.700000762939453
5055,Djibouti,gini,GINI index,2000,
5056,Dominica,gini,GINI index,2000,
5057,Dominican Rep.,gini,GINI index,2000,52.11
5058,East Asia & Pacific,gini,GINI index,2000,
5059,Ecuador,gini,GINI index,2000,56.0
5060,Egypt,gini,GINI index,2000,32.76
5061,El Salvador,gini,GINI index,2000,51.92
5062,Equatorial Guinea,gini,GINI index,2000,
5063,Eritrea,gini,GINI index,2000,
5064,Estonia,gini,GINI index,2000,37.0
5065,Ethiopia,gini,GINI index,2000,30.0
5066,Euro area,gini,GINI index,2000,
5067,Europe & Central Asia,gini,GINI index,2000,
5068,Faeroe Islands,gini,GINI index,2000,
5069,Fiji,gini,GINI index,2000,
5070,Finland,gini,GINI index,2000,26.88
5071,France,gini,GINI index,2000,31.100000381469727
5072,French Polynesia,gini,GINI index,2000,
5073,Gabon,gini,GINI index,2000,
5074,Gambia,gini,GINI index,2000,
5075,Georgia,gini,GINI index,2000,41.099998474121094
5076,Germany,gini,GINI index,2000,28.31
5077,Ghana,gini,GINI index,2000,
5078,Greece,gini,GINI index,2000,34.266
5079,Greenland,gini,GINI index,2000,
5080,Grenada,gini,GINI index,2000,
5081,Guam,gini,GINI index,2000,
5082,Guatemala,gini,GINI index,2000,54.97
5083,Guinea,gini,GINI index,2000,
5084,Guinea-Bissau,gini,GINI index,2000,
5085,Guyana,gini,GINI index,2000,
5086,Haiti,gini,GINI index,2000,
5087,Heavily indebted poor countries (HIPC),gini,GINI index,2000,
5088,High income,gini,GINI index,2000,
5089,High income: nonOECD,gini,GINI index,2000,
5090,High income: OECD,gini,GINI index,2000,
5091,Honduras,gini,GINI index,2000,
5092,Hong Kong,gini,GINI index,2000,
5093,Hungary,gini,GINI index,2000,31.600000381469727
5094,Iceland,gini,GINI index,2000,
5095,India,gini,GINI index,2000,32.0
5096,Indonesia,gini,GINI index,2000,
5097,Iran,gini,GINI index,2000,
5098,Iraq,gini,GINI index,2000,
5099,Ireland,gini,GINI index,2000,34.2768
5100,Isle of Man,gini,GINI index,2000,
5101,Israel,gini,GINI index,2000,
5102,Italy,gini,GINI index,2000,36.033146
5103,Jamaica,gini,GINI index,2000,
5104,Japan,gini,GINI index,2000,
5105,Jordan,gini,GINI index,2000,
5106,Kazakhstan,gini,GINI index,2000,
5107,Kenya,gini,GINI index,2000,
5108,Kiribati,gini,GINI index,2000,
5109,Korea,gini,GINI index,2000,
5110,Korea,gini,GINI index,2000,
5111,Kuwait,gini,GINI index,2000,
5112,Kyrgyzstan,gini,GINI index,2000,
5113,Laos,gini,GINI index,2000,
5114,Latin America & Caribbean,gini,GINI index,2000,
5115,Latvia,gini,GINI index,2000,35.79999923706055
5116,Least developed countries: UN classification,gini,GINI index,2000,
5117,Lebanon,gini,GINI index,2000,
5118,Lesotho,gini,GINI index,2000,
5119,Liberia,gini,GINI index,2000,
5120,Libya,gini,GINI index,2000,
5121,Liechtenstein,gini,GINI index,2000,
5122,Lithuania,gini,GINI index,2000,33.0
5123,Low & middle income,gini,GINI index,2000,
5124,Low income,gini,GINI index,2000,
5125,Lower middle income,gini,GINI index,2000,
5126,Luxembourg,gini,GINI index,2000,30.760253000000002
5127,Macao,gini,GINI index,2000,
5128,Macedonia,gini,GINI index,2000,
5129,Madagascar,gini,GINI index,2000,
5130,Malawi,gini,GINI index,2000,
5131,Malaysia,gini,GINI index,2000,47.900001525878906
5132,Maldives,gini,GINI index,2000,
5133,Mali,gini,GINI index,2000,
5134,Malta,gini,GINI index,2000,
5135,Marshall Islands,gini,GINI index,2000,
5136,Mauritania,gini,GINI index,2000,39.04
5137,Mauritius,gini,GINI index,2000,
5138,Mayotte,gini,GINI index,2000,
5139,Mexico,gini,GINI index,2000,51.87
5140,Mexico,gini,GINI index,2000,51.87
5141,Micronesia,gini,GINI index,2000,
5142,Middle East & North Africa,gini,GINI index,2000,
5143,Middle income,gini,GINI index,2000,
5144,Moldova,gini,GINI index,2000,38.099998474121094
5145,Monaco,gini,GINI index,2000,
5146,Mongolia,gini,GINI index,2000,32.5
5147,Montenegro,gini,GINI index,2000,32.5
5148,Morocco,gini,GINI index,2000,
5149,Mozambique,gini,GINI index,2000,
5150,Myanmar,gini,GINI index,2000,
5151,Namibia,gini,GINI index,2000,
5152,Nepal,gini,GINI index,2000,
5153,Netherlands,gini,GINI index,2000,
5154,Netherlands Antilles,gini,GINI index,2000,
5155,New Caledonia,gini,GINI index,2000,
5156,New Zealand,gini,GINI index,2000,
5157,Nicaragua,gini,GINI index,2000,
5158,Niger,gini,GINI index,2000,
5159,Nigeria,gini,GINI index,2000,
5160,Northern Mariana Islands,gini,GINI index,2000,
5161,Norway,gini,GINI index,2000,25.79
5162,Oman,gini,GINI index,2000,
5163,Pakistan,gini,GINI index,2000,
5164,Palau,gini,GINI index,2000,
5165,Panama,gini,GINI index,2000,56.56
5166,Papua New Guinea,gini,GINI index,2000,
5167,Paraguay,gini,GINI index,2000,
5168,Peru,gini,GINI index,2000,50.79999923706055
5169,Philippines,gini,GINI index,2000,46.09
5170,Poland,gini,GINI index,2000,34.70000076293945
5171,Portugal,gini,GINI index,2000,
5172,Puerto Rico,gini,GINI index,2000,
5173,Qatar,gini,GINI index,2000,
5174,Romania,gini,GINI index,2000,30.25
5175,Russia,gini,GINI index,2000,
5176,Rwanda,gini,GINI index,2000,46.68
5177,Saint Kitts and Nevis,gini,GINI index,2000,
5178,Saint Lucia,gini,GINI index,2000,
5179,Saint Vincent and the Grenadines,gini,GINI index,2000,
5180,Samoa,gini,GINI index,2000,
5181,San Marino,gini,GINI index,2000,
5182,Sao Tome and Principe,gini,GINI index,2000,
5183,Saudi Arabia,gini,GINI index,2000,
5184,Senegal,gini,GINI index,2000,
5185,Serbia,gini,GINI index,2000,29.799999237060547
5186,Seychelles,gini,GINI index,2000,42.70000076293945
5187,Sierra Leone,gini,GINI index,2000,
5188,Singapore,gini,GINI index,2000,
5189,Slovak Republic,gini,GINI index,2000,
5190,Slovenia,gini,GINI index,2000,
5191,Solomon Islands,gini,GINI index,2000,
5192,Somalia,gini,GINI index,2000,
5193,South Africa,gini,GINI index,2000,57.77
5194,South Asia,gini,GINI index,2000,
5195,Spain,gini,GINI index,2000,34.6612
5196,Sri Lanka,gini,GINI index,2000,
5197,Sub-Saharan Africa,gini,GINI index,2000,
5198,Sudan,gini,GINI index,2000,
5199,Suriname,gini,GINI index,2000,
5200,Swaziland,gini,GINI index,2000,
5201,Sweden,gini,GINI index,2000,25.0
5202,Switzerland,gini,GINI index,2000,33.681999999999995
5203,Syria,gini,GINI index,2000,
5204,Tajikistan,gini,GINI index,2000,
5205,Tanzania,gini,GINI index,2000,34.62
5206,Thailand,gini,GINI index,2000,42.79999923706055
5207,Timor-Leste,gini,GINI index,2000,
5208,Togo,gini,GINI index,2000,
5209,Tonga,gini,GINI index,2000,
5210,Trinidad and Tobago,gini,GINI index,2000,
5211,Tunisia,gini,GINI index,2000,40.81
5212,Turkey,gini,GINI index,2000,40.099998474121094
5213,Turkmenistan,gini,GINI index,2000,
5214,Uganda,gini,GINI index,2000,
5215,Ukraine,gini,GINI index,2000,33.29999923706055
5216,United Arab Emirates,gini,GINI index,2000,
5217,United Kingdom,gini,GINI index,2000,37.5
5218,United States,gini,GINI index,2000,40.81
5219,Upper middle income,gini,GINI index,2000,
5220,Uruguay,gini,GINI index,2000,44.56
5221,Uzbekistan,gini,GINI index,2000,28.0
5222,Vanuatu,gini,GINI index,2000,
5223,Venezuela,gini,GINI index,2000,
5224,Vietnam,gini,GINI index,2000,
5225,Virgin Islands (U.S.),gini,GINI index,2000,
5226,West Bank and Gaza,gini,GINI index,2000,
5227,World,gini,GINI index,2000,
5228,Yemen,gini,GINI index,2000,
5229,Zambia,gini,GINI index,2000,
5230,Zimbabwe,gini,GINI index,2000,
5231,Afghanistan,gini,GINI index,2001,
5232,Albania,gini,GINI index,2001,
5233,Algeria,gini,GINI index,2001,
5234,American Samoa,gini,GINI index,2001,
5235,Andorra,gini,GINI index,2001,
5236,Angola,gini,GINI index,2001,
5237,Antigua and Barbuda,gini,GINI index,2001,
5238,Argentina,gini,GINI index,2001,52.20000076293945
5239,Armenia,gini,GINI index,2001,30.399999618530273
5240,Aruba,gini,GINI index,2001,
5241,Australia,gini,GINI index,2001,33.20000076293945
5242,Austria,gini,GINI index,2001,
5243,Azerbaijan,gini,GINI index,2001,36.5
5244,Bahamas,gini,GINI index,2001,
5245,Bahrain,gini,GINI index,2001,
5246,Bangladesh,gini,GINI index,2001,
5247,Barbados,gini,GINI index,2001,
5248,Belarus,gini,GINI index,2001,29.799999237060547
5249,Belgium,gini,GINI index,2001,
5250,Belize,gini,GINI index,2001,
5251,Benin,gini,GINI index,2001,
5252,Bermuda,gini,GINI index,2001,
5253,Bhutan,gini,GINI index,2001,
5254,Bolivia,gini,GINI index,2001,54.900001525878906
5255,Bosnia and Herzegovina,gini,GINI index,2001,28.03
5256,Botswana,gini,GINI index,2001,
5257,Brazil,gini,GINI index,2001,58.69
5258,Brunei,gini,GINI index,2001,
5259,Bulgaria,gini,GINI index,2001,34.34
5260,Burkina Faso,gini,GINI index,2001,
5261,Burundi,gini,GINI index,2001,
5262,Cambodia,gini,GINI index,2001,
5263,Cameroon,gini,GINI index,2001,44.56
5264,Canada,gini,GINI index,2001,
5265,Cape Verde,gini,GINI index,2001,50.52
5266,Cayman Islands,gini,GINI index,2001,
5267,Central African Rep.,gini,GINI index,2001,
5268,Chad,gini,GINI index,2001,
5269,Channel Islands,gini,GINI index,2001,
5270,Chile,gini,GINI index,2001,
